country,lat,long,yr,inbtou_volume,inbtou_volume_ov,inbtou_volume_sd,inbtou_volume_air,inbtou_volume_cruise,inbtou_spending,inbtou_spending_travel,inbtou_spending_transport,covid19_cases,covid19_deaths,covid19_mortality
trinidad_and_tobago,10.6918,-61.2225,2019,480000,389000,91000,NA,NA,481000000,436000000,45000000,0,0,0
trinidad_and_tobago,10.6918,-61.2225,2020,141000,95000,46000,NA,NA,152000000,144000000,8000000,7150,127,0.017762237762237763
trinidad_and_tobago,10.6918,-61.2225,2021,NA,NA,NA,NA,NA,60000000,55000000,5000000,84749,2742,0.032354364063292784
trinidad_and_tobago,10.6918,-61.2225,2022,NA,NA,NA,NA,NA,NA,NA,NA,94134,1414,0.015021140076911637
turks_and_caicos,21.694,-71.7979,2010,900000,NA,NA,NA,NA,NA,NA,NA,0,0,0
turks_and_caicos,21.694,-71.7979,2011,1010000,NA,NA,NA,NA,NA,NA,NA,0,0,0
turks_and_caicos,21.694,-71.7979,2012,970000,NA,NA,NA,NA,NA,NA,NA,0,0,0
turks_and_caicos,21.694,-71.7979,2013,1070000,NA,NA,NA,NA,NA,NA,NA,0,0,0
turks_and_caicos,21.694,-71.7979,2014,1330000,NA,NA,NA,NA,NA,NA,NA,0,0,0
turks_and_caicos,21.694,-71.7979,2015,1320000,NA,NA,NA,NA,NA,NA,NA,0,0,0
turks_and_caicos,21.694,-71.7979,2016,1300000,NA,NA,NA,NA,NA,NA,NA,0,0,0
turks_and_caicos,21.694,-71.7979,2017,1240000,NA,NA,NA,NA,NA,NA,NA,0,0,0
turks_and_caicos,21.694,-71.7979,2018,1460000,NA,NA,NA,NA,NA,NA,NA,0,0,0
turks_and_caicos,21.694,-71.7979,2019,1600000,NA,NA,NA,NA,NA,NA,NA,0,0,0
turks_and_caicos,21.694,-71.7979,2020,370000,NA,NA,NA,NA,NA,NA,NA,893,6,0.006718924972004479
turks_and_caicos,21.694,-71.7979,2021,430000,NA,NA,NA,NA,NA,NA,NA,2391,20,0.008364700961940611
turks_and_caicos,21.694,-71.7979,2022,NA,NA,NA,NA,NA,NA,NA,NA,3195,10,0.003129890453834116
us_virgin_islands,18.3358,-64.8963,2010,2531000000,NA,NA,NA,NA,NA,NA,NA,0,0,0
us_virgin_islands,18.3358,-64.8963,2011,2686000000,NA,NA,NA,NA,NA,NA,NA,0,0,0
us_virgin_islands,18.3358,-64.8963,2012,2640000000,NA,NA,NA,NA,NA,NA,NA,0,0,0
us_virgin_islands,18.3358,-64.8963,2013,2702000000,NA,NA,NA,NA,NA,NA,NA,0,0,0
us_virgin_islands,18.3358,-64.8963,2014,2814000000,NA,NA,NA,NA,NA,NA,NA,0,0,0
us_virgin_islands,18.3358,-64.8963,2015,2643000000,NA,NA,NA,NA,NA,NA,NA,0,0,0
us_virgin_islands,18.3358,-64.8963,2016,2574000000,NA,NA,NA,NA,NA,NA,NA,0,0,0
us_virgin_islands,18.3358,-64.8963,2017,1954000000,NA,NA,NA,NA,NA,NA,NA,0,0,0
us_virgin_islands,18.3358,-64.8963,2018,1922000000,NA,NA,NA,NA,NA,NA,NA,0,0,0
us_virgin_islands,18.3358,-64.8963,2019,2074000000,NA,NA,NA,NA,NA,NA,NA,0,0,0
us_virgin_islands,18.3358,-64.8963,2020,862000000,NA,NA,NA,NA,NA,NA,NA,2036,23,0.011296660117878193
us_virgin_islands,18.3358,-64.8963,2021,NA,NA,NA,NA,NA,NA,NA,NA,7612,66,0.008670520231213872
us_virgin_islands,18.3358,-64.8963,2022,NA,NA,NA,NA,NA,NA,NA,NA,14133,38,0.002688742659024977
